FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
11152;KERMAVIILI, RASVAA 10-12%, VL;FOOD;IND;100;CREAM;MILKTOT;MILKSAUC;MILKDTOT
11154;VIILI, MAUSTAMATON, KEVYTVIILI, VL;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
11155;RAEJUUSTO, RASVAA 2-5 %, VL;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
11156;RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA <0,5 %, VL;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
11157;JUUSTO, RASVAA 28 %, SISÄLTÄÄ KASVIRASVAA;FOOD;IND;100;CHEESE;MILKTOT;VEGCHEES;MILKDTOT
11159;CREME FRAICHE, RANSKANKERMA, RASVAA 15-18 %;FOOD;IND;100;CREAM;MILKTOT;MILKSAUC;MILKDTOT
11164;JÄLKIRUOKAKASTIKE, VANILLIINIKASTIKE, VISPAUTUVA;FOOD;IND;100;CREAM;MILKTOT;MILKPUDD;MILKDTOT
11165;PIIMÄ, RASVATON, VL, D-VIT 1UG;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
11172;JÄÄTELÖ, KASVIRASVAJÄÄTELÖPUIKKO, SUKLAAKUORRUTE;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
11173;JÄÄTELÖ, KASVIRASVAJÄÄTELÖTUUTTI;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
11177;MUSTAPIPPURI;FOOD;DRIE;100;FLAVSEED;FLAVTOT;SPICES;MISCTOT
11178;VALKOPIPPURI;FOOD;DRIE;100;FLAVSEED;FLAVTOT;SPICES;MISCTOT
11182;PAPRIKAJAUHE;FOOD;DRIE;100;FLAVSEED;FLAVTOT;SPICES;MISCTOT
11188;VANILLIINISOKERI;FOOD;IND;100;SUGARSYR;SUGARTOT;SUGADD;SUGARTOT
11191;OREGANO, KUIVATTU;FOOD;DRIE;100;HERB;FLAVTOT;SPICES;MISCTOT
11194;TIMJAMI;FOOD;DRIE;100;HERB;FLAVTOT;SPICES;MISCTOT
11196;AROMISUOLA/YRTTISUOLA SUOLAPITOISUUS 71 %;FOOD;IND;100;SALT;INGRTOT;SPICES;MISCTOT
11197;MAUSTEKASTIKE, RUSKEA, HP-KASTIKE;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
11198;RYPÄLESOKERI, GLUKOOSI;FOOD;IND;100;SUGARSYR;SUGARTOT;SUGADD;SUGARTOT
11203;HUNAJAMELONI, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
11210;KSYLITOLIPASTILLI, C-VITAMINOITU;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
11211;JUUSTO, FETAJUUSTO, RASVAA 25 %, VUOHENMAITO, SUOLALIEMESSÄ;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
11212;AURINGONKUKANSIEMEN;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
11287;KASVIRASVALEVITE 28%, MINI LÄTTA;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
11503;TÄYSMEHU, RYPÄLETÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
11505;BANAANILASTU, KUIVATTU BANAANI;FOOD;DRIE;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
11507;RIISITÄRKKELYS;FOOD;IND;100;STARCH;CERTOT;INGRMISC;MISCTOT
11512;SIANKYLJYS, RASVAA  8,6 %;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
11513;PORSAANFILEE, ULKO/SISÄFILEE, RASVAA 4,5 %;FOOD;RAW;100;PORK;MEATTOT;MSTEAK;MEATDTOT
11521;RIISI PITKÄJYVÄINEN, PUUROUTUMATON;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
11522;RUIS-RIISISEOS, RIISI JA RUISROUHE;FOOD;RAW;100;CEROTH;CERTOT;RICEADD;CEBAKTOT
11550;TUOREJUUSTO, RASVAA 30 %, VL;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
11551;KALKKUNAN RINTAFILEE;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
11552;KASSLERPAISTI/PIKNIKPAISTI, MARINOITU, RAAKA;FOOD;MIX;100;PORK;MEATTOT;MSTEAK;MEATDTOT
11553;HEDELMÄHILLO, KESKIARVO;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
11557;TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENTAMATON;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
11558;TÄYSMEHU, APPELSIINITÄYSMEHU, KALSIUMIA;FOOD;IND;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
11562;JAUHELIHA, NAUDAN, RASVAA 17 %;FOOD;RAW;100;BEEF;MEATTOT;MINCMED;MEATDTOT
11563;BROILERI, KOIPI-REISI, NAHKOINEEN, RAAKA;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
11564;BROILERI, RINTALEIKE, NAHKOINEEN;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
11565;BROILERI, RINTAFILEE, NAHATON;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
11567;BROILERIN NAHKA;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
11568;RASVASEOS 60%, D-VITAMIINIA 10 UG;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
11571;TUOREJUUSTO, RASVAA 13 %;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
11572;RASVATON MAITO, KALSIUM, D-VITAMIINIA 0,5 UG;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
11580;PÄHKINÄVÄLIPALA, MAKEA, PATUKKA/LEVY;FOOD;IND;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
11581;JOGURTTI, SOIJAJOGURTTI, MAUSTETTU, RASVAA 1 %, VITAMINOITU;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
11587;MARJAJUOMA, RUUSUNMARJA, PRO VIVA, KAURAA JA PROBIOOTTEJA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
11680;PERUNA, KUORITTU, SUURTALOUSTUOTE, SUOJAKAASUPAKATTU;FOOD;RAW;100;POTATO;POTATOT;POTACOOK;POTATOT
11685;PAISTOÖLJY, PALMUÖLJY 50%, PALMUYDINÖLJY 25%, RYPSIÖLJY 25%;FOOD;IND;100;OIL;FATTOT;FATPROD;FATTOT
11687;RIISIJUOMA, MAUSTAMATON;FOOD;IND;100;RICE;CERTOT;VEGJUICE;VEGDITOT
11689;PARSA, PUHDISTETTU;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
11690;MAJONEESI, VÄHÄRASVAINEN, RASVAA 15 %;FOOD;MIX;100;FATOTH;FATTOT;DRESSING;FATTOT
11691;MÄTI, KESKIARVO, SUOLATTU;FOOD;SALT;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
11695;RYPSIÖLJY, KYLMÄPURISTETTU;FOOD;IND;100;OIL;FATTOT;DRESSING;FATTOT
11700;SOIJAPROTEIINI KONSENTRAATTI, 58 % PROTEIINIA;FOOD;IND;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
11701;PALMUYDINÖLJY;FOOD;IND;100;OIL;FATTOT;FATPROD;FATTOT
11723;JOGURTTI, MAUSTETTU, RASVAA 3 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
11726;VIILI, MAUSTETTU, RASVAA 1 %, VL;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
11727;JOGURTTI, MAUSTETTU, RASVAA 2,5 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
11734;SIITAKESIENI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
11735;OSTERIVINOKAS;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
11736;JOGURTTI, MAUSTAMATON, RASVAA 1,5 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
11739;KASVIRASVALEVITE 35%, BECEL PRO-ACTIV;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
28905;JAUHO, VEHNÄJAUHO, DURUM;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
28909;MAKARONI, RUISMAKARONI;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
28910;RIISI TUMMA;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
28913;PERUNA, PUNNITTU KUORINEEN;FOOD;RAW;85;POTATO;POTATOT;POTACOOK;POTATOT
28915;MELONI, VERKKO/CANTALOUPEMELONI, PUNNITTU KUORINEEN;FOOD;RAW;50;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28916;OMENA, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;100;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28917;PÄÄRYNÄ, PUNNITTU KUORINEEN;FOOD;RAW;88;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28918;LUUMU, TUMMA, PUNNITTU KIVINEEN;FOOD;RAW;92;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28919;LUUMU, TUMMA, PUNNITTU KIVINEEN, KUIVATTU;FOOD;DRIE;83;APPLE;FRUITTOT;SNACK;MISCTOT
28920;KIRSIKKA, PUNNITTU KIVINEEN;FOOD;RAW;91;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28921;APRIKOOSI, KESKIARVO, PUNNITTU KIVINEEN;FOOD;RAW;94;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28922;PERSIKKA/NEKTARIINI, KESKIARVO, PUNNITTU KIVINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28923;ANANAS, TUORE, PUNNITTU KUORINEEN;FOOD;RAW;53;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28924;APPELSIINI, PUNNITTU KUORINEEN;FOOD;RAW;72;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28925;SITRUUNA, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;65;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28926;GREIPPI, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;65;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28927;MAKKARA, KASVISMAKKARA, SOIJAPITOINEN;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGDISH;VEGDITOT
28928;VIININLEHTI, SÄILÖTTY SUOLALIEMEEN;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
28929;JAUHELIHA, LAMPAAN, RASVAA 14 %;FOOD;RAW;100;LAMM;MEATTOT;MINCMED;MEATDTOT
28930;JAUHELIHA, BROILERIN, RASVAA 6-8 %;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
28931;VESIMELONI, PUNNITTU KUORINEEN;FOOD;RAW;55;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28932;VIINIRYPÄLE, KESKIARVO, PUNNITTU KIVINEEN, VIHREÄ/TUMMA;FOOD;RAW;95;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28933;AVOKADO, PUNNITTU KUORINEEN JA KIVINEEN;FOOD;RAW;71;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28934;BANAANI, PUNNITTU KUORINEEN;FOOD;RAW;67;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28935;MANDARIINI, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;80;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
28936;VIIKUNA, PUNNITTU KUORINEEN;FOOD;DRIE;97;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28937;TAATELI, KUIVATTU, PUNNITTU KIVINEEN;FOOD;DRIE;87;FRUITOTH;FRUITTOT;SNACK;MISCTOT
28938;OLIIVI, KESKIARVO, KIVETÖN, ÖLJYSSÄ, VIHREÄ/MUSTA;FOOD;CANN;100;FRUITOTH;FRUITTOT;VEGCANN;VEGDITOT
28939;KIIVI, KESKIARVO, PUNNITTU KUORINEEN;FOOD;RAW;92;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28941;OMENA, KOTIMAINEN, KESKIARVO, KUORINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28942;OMENA, ULKOMAINEN, KESKIARVO, KUORINEEN;FOOD;RAW;87;APPLE;FRUITTOT;FRUFRESH;FRUDITOT
28944;HUNAJAMELONI, PUNNITTU KUORINEEN;FOOD;RAW;50;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
28945;JAUHELIHA, KALKKUNAN, RASVAA 5-6 %;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
28946;JAUHELIHA, SIAN, RASVAA 16 %;FOOD;RAW;100;PORK;MEATTOT;MINCMED;MEATDTOT
28947;PEKONI, FILEE, RASVAA 18 G;FOOD;SMOK;100;PORK;MEATTOT;MSTEAK;MEATDTOT
28962;MAISSINTÄHKÄ, KOKONAINEN;FOOD;RAW;60;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
28991;ERIKOISKAHVIJUOMA, CAFE AU LAIT, MAKEUTTAMATON, TÄYSMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
28992;TÄYSMAITO, KEITETTY;DISH;BOIL;100;DISH;NONINGR;MILKHF;MILKDTOT
28993;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, TÄYSMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
29008;KASVISLIEMIKUUTIO;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
29009;KANALIEMIKUUTIO, SISÄLTÄÄ VEHNÄÄ;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
29010;KALALIEMIKUUTIO;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
29014;KOOKOSMAITO;FOOD;CANN;100;NUTSEED;LEGUTOT;VEGJUICE;VEGDITOT
29055;NUUDELI, RIISINUUDELI;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
29060;JUUSTO, SALAATTIJUUSTO, RASVAA 12-15 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
29064;KEVYTMAITO, LAKTOOSITON MAITOJUOMA, RASVAA 1,5 %, D-VITAMIINIA 1 UG;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
29065;RUOANVALMISTUSKERMA, RASVAA 15 %;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
29066;KERMA, KUOHUKERMA, RASVAA 35 %;FOOD;IND;100;CREAM;MILKTOT;MILKHF;MILKDTOT
29070;ENERGIAJUOMA, VITAMINOITU;FOOD;IND;100;SDRINK;BEVTOT;DRINKCO;BEVTOT
29089;JOGURTTI, JUOTAVA, RASVAA 0,1 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
29091;ERIKOISKAHVIJUOMA, CAPPUCCINO, MAKEUTTAMATON, RASVATON MAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
29128;VIILI, MAUSTAMATON, RASVATON;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
29135;SIIDERI, KUIVA, 4,7 TIL% ALKOHOLIA;FOOD;IND;100;ALCOTH;ALCTOT;ALCOTH;ALCTOT
29150;MEHU, MEHUJUOMA, PUOLUKKA, LAIMENNETTU;FOOD;MIX;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
29156;SUKLAA VALKOINEN, VALKOSUKLAA;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
29159;MARGARIINI 40%, TEOLLINEN TUOTEKESKIARVO;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
29160;KANANMUNA, KUORINEEN PUNNITTU;FOOD;RAW;88;EGG;EGGTOT;EGGS;EGGDISH
29207;SILAKKAFILEE;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
29208;KUSKUS;FOOD;RAW;100;WHEAT;CERTOT;PASTAADD;CEBAKTOT
29210;KEVYTMAITO, RASVAA 1,5 %, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
29211;RASVATON MAITO, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
29212;PIIMÄ, RASVATON, EI LISÄTTY D-VITAMIINIA, LUOMU;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
29215;MEHU, MEHUJUOMA, C-VITAMIINIA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
29217;KANGASROUSKU;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
29228;JUUSTO, FETAJUUSTO, VUOHENMAITO, ÖLJYSSÄ;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
29237;LESE, RUISLESE;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
29239;JUUSTO, MOZZARELLA, RASVAA 20 %;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
29409;MARGARIINI 60%, BECEL LAKTOOSITON;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
29410;HERKKUTATTI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
29412;ÄIDINMAIDONKORVIKE, JAUHE, TUOTEKESKIARVO;FOOD;DRIE;100;MMILK;DIETTOT;INFMILK;MMILK
29413;ÄIDINMAIDONKORVIKE, KÄYTTÖVALMIS, TUOTEKESKIARVO;FOOD;IND;100;MMILK;DIETTOT;INFMILK;MMILK
29495;TÄYSMEHU, C-VITAMIINIA, KESKIARVO;FOOD;IND;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
29496;MAKARONI, GLUTEENITON;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
29499;JAUHO, JAUHOSEOS, LUONTAISESTI GLUTEENITON, RIISI-MAISSI-PERUNA;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
29501;TONIKKI, TONIC VESI;FOOD;IND;100;SDRINK;BEVTOT;DRINKSO;BEVTOT
29685;TÄYSMEHU, LUUMUTÄYSMEHU, SOKERITON;FOOD;BOIL;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
29687;MAKEINEN, SALMIAKKIMAKEINEN;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
29822;JAUHO, MAISSIJAUHO, KARKEA, POLENTAJAUHO;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
29823;JAUHO, MAISSIJAUHO, HIENOKSI JAUHETTU;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
29975;ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, HERBALIFE FORMULA 1;FOOD;IND;100;SPECFOOD;DIETTOT;MEALREP;SPECTOT
30051;TÄYSKSYLITOLIPASTILLI;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
30187;MAISSINAKSU, SUOLATON;FOOD;IND;100;CEROTH;CERTOT;SNACK;MISCTOT
30190;JAUHO, KAURAJAUHO;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
30193;PASTA, MONIVILJAPASTA, VEHNÄ, RUIS, OHRA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
30194;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, POWERADE, GATORADE;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
30207;SOIJAJUOMA, SOIJAMAITO, KALSIUMIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
30208;KAURAJUOMA, MAIDOTON, LISÄTTY KALSIUMIA;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
30209;KAURAJUOMA, MAIDOTON, LISÄTTY KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
30210;KAURAJUOMA, MAIDOTON, OAT DRINK;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
30212;RIISIJUOMA, LISÄTTY KALSIUMIA;FOOD;IND;100;RICE;CERTOT;VEGJUICE;VEGDITOT
30214;VESIKASTANJA;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
30221;RIISI-KAURASEOS;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
30223;BATAATTI, KUORITTU;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
30224;VIRVOITUSJUOMA, KOLAJUOMA LIGHT, KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;SDRINK;BEVTOT;DRINKCO;BEVTOT
30265;BROILERIN SIIPI, NAHKOINEEN;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
30268;BROILERIN SIIPI, NAHATON;FOOD;RAW;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
30271;BROILERIN SIIPI, MARINOITU, RAAKA;FOOD;MIX;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
30273;LEIKKELEMAKKARA, KINKKUMAKKARA, RASVAA 16 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30274;LEIKKELEMAKKARA, BALKANMAKKARA, RASVAA 21,5 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30275;LEIKKELEMAKKARA, GOUTERMAKKARA, RASVAA 13,8 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30278;MUIKKUSÄILYKE, TOMAATTIKASTIKKEESSA;FOOD;CANN;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
30279;LEIKKELEMAKKARA, LAUANTAIMAKKARA, KEVYT, MAITOPROTEIINIA, RASVAA 14 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30281;NAKKI, JUUSTOINEN;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30292;LENKKIMAKKARA, JUUSTOINEN;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30294;LEIKKELEMAKKARA, VÄHÄSUOLAINEN, RASVAA 3,5 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30295;LEIKKELEMAKKARA, BALKANMAKKARA, KEVYT, RASVAA 10 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30305;MEETVURSTI, KEVYT, RASVAA 15 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30306;MEETVURSTI, RASVAA 38 %;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30310;SULATEJUUSTO, RASVAA 5 %, VÄHÄRASVAINEN;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
30317;NAKKI, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30318;LENKKIMAKKARA, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30319;LEIKKELEMAKKARA, JAHTIMAKKARA, RASVAA 17 %, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30321;GRILLIMAKKARA, KEVYT, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30322;RYYNIMAKKARA, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30324;LENKKIMAKKARA, KEVYT, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30325;NAKKI, KEVYT, TUOTEKESKIARVO;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30369;RAAKAMAKKARA, SISKONMAKKARA;FOOD;RAW;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30370;GRILLIMAKKARA, JUUSTOINEN, LIHAISA;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30371;MAKKARA, VERIMAKKARA, MUSTAMAKKARA;FOOD;IND;100;OFFAL;MEATTOT;OFFALDI;MEATDTOT
30372;MAKSAMAKKARA/PASTEIJA, TUOTEKESKIARVO;FOOD;IND;100;OFFAL;MEATTOT;OFFALDI;MEATDTOT
30373;MAKSAMAKKARA/PASTEIJA, KEVYT, TUOTEKESKIARVO;FOOD;IND;100;OFFAL;MEATTOT;OFFALDI;MEATDTOT
30374;GRILLIMAKKARA, JUUSTOINEN;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
30380;TEE, JÄÄTEE;FOOD;IND;100;TEA;BEVTOT;TEA;BEVTOT
30388;MEHU, MEHUJUOMA, OSITTAIN KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;FBDRINK;FRUITTOT;DRINKART;BEVTOT
30390;MEHU, MEHUJUOMA, KEVYT, OSITTAIN KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30391;TÄYSMEHU, PÄÄRYNÄTÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
30392;MEHU, MEHUJUOMA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30394;MEHUJUOMATIIVISTE, KESKIARVO;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
30395;TÄYSMEHU, KARPALO-PUOLUKKATÄYSMEHU;FOOD;IND;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
30396;MEHU, MEHUJUOMA, SOKERITON, KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;FBDRINK;FRUITTOT;DRINKART;BEVTOT
30402;JUUSTO, PUOLIKOVA JUUSTO, RASVAA 5 %, TURUNMAA;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
30406;RAEJUUSTO, RASVAA 2-5 %, LAKTOOSITON;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
30423;RASVATON MAITO, LAKTOOSITON MAITOJUOMA, D-VITAMIINIA 1 UG;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
30428;JUUSTO, SINIHOMEJUUSTO, RASVAA 17 %, AURA;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
