FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
33119;JUUSTO, SALAATTIJUUSTO, RASVAA 9-11 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
33120;JUUSTO, SALAATTIJUUSTO, LEHMÄNMAITO, ÖLJYSSÄ;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
33121;HAMPUNSIEMEN, KOKONAINEN;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33122;SOIJAJUOMA, SOIJAMAITO, ALPRO MAUSTAMATON, KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33124;SOIJAJUOMA, SOIJAMAITO, RAINBOW, KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33125;SOIJAJUOMA, SOIJAMAITO, PIRKKA LUOMU MAUSTAMATON, KALSIUMIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33128;PÄHKINÄ, CHILIPÄHKINÄ;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33129;JOGURTTI, LOHKEAVA LUONNONJOGURTTI, RASVAA 5,5 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33130;PÄHKINÄ, CASHEWPÄHKINÄ, SUOLATTU;FOOD;ROAS;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33131;PÄHKINÄ, PISTAASIPÄHKINÄ, SUOLATTU;FOOD;ROAS;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33132;SOIJAJUOMA, SOIJAMAITO, GOGREEN MAUSTAMATON, KALSIUMIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33133;SOIJAJUOMA, SOIJAMAITO, GOGREEN ORIGINAL, KALSIUMIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33134;SOIJAJUOMA, PIRKKA LUOMU SUKLAANMAKUINEN, KALSIUMIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33135;SOIJAJUOMA, SOIJAMAITO, RAINBOW LUOMU;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33136;SOIJAJUOMA, SOIJAMAITO, KEIJU, KALSIUMIA JA D-VITAMIINIA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33137;SOIJAJUOMA, ALPRO KEVYT SUKLAAJUOMA, KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33138;SOIJAJUOMA, ALPRO SUKLAA, KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33139;SOIJAJUOMA, SOIJAMAITO, SOYWELL SOYA DRINK, LIDL, KALSIUMIA JA VITAMIINEJA;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33141;JOGURTTI, KERROSJOGURTTI, VALIO, RASVAA 2 %, VL, D-VITAMIINIA 0,9 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33142;JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33147;RAHKA, MARJA-HEDELMÄ, DANONINO, RASVAA 2,9 %, D-VITAMIINIA 1,25 UG;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33150;JOGURTTI, LOHKEAVA, MAUSTETTU, RASVAA 4,6 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33151;MERISUOLA, JODIOIMATON;FOOD;IND;100;SALT;INGRTOT;SPICES;MISCTOT
33154;KALA, TUORESUOLATTU;FOOD;SALT;100;FISHPROD;FISHTOT;FISHPROD;FISHDTOT
33158;VÄLIPALAPATUKKA, SUKLAA-MUROPATUKKA, KELLOGG´S SPECIAL K CHOCOLATE, TÄYDENNETTY;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
33159;VÄLIPALAPATUKKA, MUROPATUKKA, KELLOGG´S RICE KRISPIES CEREAL & MILK, TÄYDENNETTY;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
33160;KAURAJUOMA, ELOVENA VÄLIPALAJUOMA AURINKOINEN, 2,9 % RASVAA;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33161;KAURAJUOMA, ELOVENA VÄLIPALAJUOMA METSÄMARJA, 0,5% RASVAA;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33162;JOGURTTI, MAUSTAMATON, RASVAA 2,5 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33163;KAURAJUOMA, ELOVENA VÄLIPALAJUOMA HEDELMÄINEN, 0,5% RASVAA;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33164;TÄYSMAITO, RASVAA 3,5 %, VL, EI LISÄTTY D-VITAMIINIA;FOOD;IND;100;MILK;MILKTOT;MILKHF;MILKDTOT
33168;JUUSTO, POLAR 10 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
33169;KAURAJUOMA, NALLE VANILJAKAURAJUOMA, LISÄTTY KALSIUMIA JA D-VITAMIINIA;FOOD;IND;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33170;PANGASIUS, HAIMONNI, FILEE, TUONTIKALA;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33171;HOKI, HOKIKALA, TUONTIKALA;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33172;JOGURTTI, MAUSTETTU, BULGARIAN, HUNAJA, RASVAA 3,1 %, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33174;JAUHELIHA, KEVYT, SIKA-NAUTA, VÄHÄRASVAINEN, RASVAA 10 %;FOOD;RAW;100;BEEF;MEATTOT;MINCMED;MEATDTOT
33178;RASVASEOS 60%;FOOD;IND;100;BUTTMIX;FATTOT;BRFBUTT;FATTOT
33179;RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA 0,3 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33189;RAHKA, MAUSTETTU, RASVAA 7 %, MAKEA, LAKTOOSITON, VALIO;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33190;RAHKA, MAUSTETTU, RASVAA 8,5 %, VL, VALKOSUKLAA-LIME, VALIO;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33192;RAHKA, MAUSTETTU, SUOLAINEN, RASVAA 7 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33197;JOGURTTI, MAUSTETTU, RASVATON, VL, D-VIT 0,5 UG, OSITTAIN KEINOTEK. MAKEUTETTU;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33198;JOGURTTI, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33200;VIILI, MAUSTETTU, RASVAA 1 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33201;VIILI, MAUSTAMATON, RASVAA 1 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33211;TILAPIA, TUONTIKALA;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33221;JOGURTTI, MAUSTETTU, RASVAA 1 %, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33226;JOGURTTI, MAUSTETTU, RASVATON, VL, A-, E- JA D-VITAMIINEJA, KUITUA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33236;MUKSU OMENA-TÄYSJYVÄPUUROJAUHE 8 KK;FOOD;DRIE;100;BABYFOOD;DIETTOT;BABWATPO;BABYFTOT
33237;JOGURTTI, MAUSTETTU, LUONTO+, RASVAA 3 %, LISÄAINEETON;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33245;JOGURTTI, MAUSTAMATON, LUONTO+, RASVATON, VL, D-VIT 1 UG, KUITUA, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33250;JOGURTTI, MAUSTETTU, YOGGI YANGSTER, RASVAA 3 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33251;TILAPIA, UUNISSA PAISTETTU;FOOD;BAK;100;FISH;FISHTOT;FISH;FISHDTOT
33255;MUKSU TÄYSJYVÄ ENSIMUROKE 1-3V;FOOD;ROAS;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
33257;NESTLE ALFARE HYPOALLERGEENINEN ÄIDINMAIDONKORVIKE, VALMISTETTU JAUHEESTA;FOOD;IND;100;MMILK;DIETTOT;WHEYMILK;MMILK
33258;MUKSU RUKIINEN TÄYSJYVÄPUUROJAUHE 1-3 V;FOOD;DRIE;100;BABYFOOD;DIETTOT;BABWATPO;BABYFTOT
33262;SEMPER ECO RIISIPUUROJAUHE 4 KK;FOOD;DRIE;100;BABYFOOD;DIETTOT;BABMILPO;BABYFTOT
33264;VIILI, KERROSVIILI, RASVAA 1 %, LAKTOOSITON, OSITTAIN KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33265;PÄHKINÄ, CASHEWPÄHKINÄ, SUKLAAKUORRUTUS;FOOD;IND;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33266;PÄHKINÄ, CASHEWPÄHKINÄ, JOGURTTIKUORRUTUS;FOOD;IND;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33267;BANAANILASTU, KUIVATTU BANAANI, JOGURTTIKUORRUTUS;FOOD;IND;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
33268;ANANAS, KUIVATTU, JOGURTTIKUORRUTUS;FOOD;IND;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
33269;OMENALASTU;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
33272;VÄLIPALAPATUKKA, MUROPATUKKA, KELLOGG´S COCO POPS ROCKS, TÄYDENNETTY;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
33280;JOGURTTI, MAUSTETTU, RASVAA 2 %, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33283;JOGURTTI, MAUSTETTU, BULGARIAN, SITRUUNA, RASVAA 3,1 %, VL;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33284;JOGURTTI, MAUSTAMATON, RASVATON, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33289;SEMPER ECO SPELTTIPUUROJAUHE 6 KK;FOOD;DRIE;100;BABYFOOD;DIETTOT;BABMILPO;BABYFTOT
33295;JOGURTTI, MAUSTAMATON, A+, RASVATON, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33298;JOGURTTI, LUONNONJOGURTTI JA MARJAMYSLI, A+, RASVAA 3,5 %, VL, D-VIT 1 UG;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33300;SEMPER MIETO KAURA-MAISSIVELLIJAUHE 6 KK;FOOD;DRIE;100;BABYFOOD;DIETTOT;BABMILPO;BABYFTOT
33304;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL HEAVY, LAIMENNETTU;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33305;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL LIGHT, LAIMENNETTU;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33306;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, DEXAL RTD;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33314;SEMPER MIETO HEDELMÄINEN TÄYSJYVÄPUUROJAUHE 8 KK;FOOD;DRIE;100;BABYFOOD;DIETTOT;BABMILPO;BABYFTOT
33317;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL LIGHT;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33319;TUONTIKALA, VAALEA, PANGASIUS/TILAPIA/HOKI, KESKIARVO;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33320;TUONTIKALA, VAALEA, KEITETTY, PANGASIUS/TILAPIA/HOKI, KESKIARVO;FOOD;BOIL;100;FISH;FISHTOT;FISH;FISHDTOT
33323;URHEILUJUOMATIIVISTE, HIILIHYDRAATTIJUOMA, DEXAL HEAVY;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33334;URHEILUJUOMA, PROTEIINIJUOMA, PRO FX ZERO CARB;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33336;RAHKA, PROFEEL COTTIFRUTTI, RASVATON, VL, KUITUA, KEINOTEKOISESTI MAKEUTETTU;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33337;TUONTIKALA, VAALEA, UUNISSA PAISTETTU PANGASIUS/TILAPIA/HOKI, KESKIARVO;FOOD;BAK;100;FISH;FISHTOT;FISH;FISHDTOT
33338;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, LEADER CARBO ENERGY;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33339;BROILERIFILEE, HUNAJAMARINADI, RAAKA;FOOD;MIX;100;POULTRY;MEATTOT;POULTDI;MEATDTOT
33341;RAHKA, KERROSRAHKA, VALIO VANILLA, RASVAA 2,5 %, LAKTOOSITON, EI D-VITAMIINIA;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33342;RAHKA, RAHKAVAAHTO, VALIO VANILLA, RASVAA 4,5 %, LAKTOOSITON, EI D-VITAMIINIA;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33343;URHEILUJUOMA, PROTEIINIJUOMA, LEADER PROTEIN 40;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33344;RAHKA, VÄLIPALARAHKA, VALIO, RASVAA 2,9 %, VL, EI LISÄTTY D-VITAMIINIA;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33351;VIILI, VANILJA JA TUMMA SUKLAA-KARPALOMYSLI, RASVAA 2 %, VALIO, LAKTOOSITON;FOOD;IND;100;SMILK;MILKTOT;MILKCURL;MILKDTOT
33356;JOGURTTI, MAUSTETTU, ACTIVIA, RASVAA 3 %, VL, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33357;KAHVI, MURUKAHVI, PIKAKAHVI, VALMISTAMATON;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
33360;URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, PRO FX RECOVERY;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33367;URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, LEADER RECOVERY;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33372;URHEILUJUOMA, PROTEIINI-HIILIHYDRAATTIJUOMA, TUOTEKESKIARVO;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33375;URHEILUJUOMA, HIILIHYDRAATTIJUOMA, TUOTEKESKIARVO;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33376;URHEILUJUOMA, PROTEIINIJUOMA, TUOTEKESKIARVO;FOOD;IND;100;SDRINK;BEVTOT;DRSPORT;BEVTOT
33382;LOHI, LÄMMINSAVUSTETTU;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33395;PERUNASOSEJAUHE, VALMISTAMATON, RAINBOW;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
33396;PERUNASOSEJAUHE, VALMISTAMATON, PIRKKA/FELIX;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
33397;PERUNASOSEJAUHE, VALMISTAMATON, ELDORADO;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
33403;ATERIANKORVIKE, PROTEIINIPATUKKA, 54 % PROTEIINIA, MAXIM;FOOD;IND;100;SPECFOOD;DIETTOT;MEALREP;SPECTOT
33404;RAHKA, MAUSTETTU, DANIO, RASVAA 3 %, EI LISÄTTY D-VITAMIINIA;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33405;RAHKA, MAUSTETTU, DANIO STRACCIATELLA, RASVAA 4,5 %, EI LISÄTTY D-VITAMIINIA;FOOD;IND;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33407;JOGURTTI, MAUSTETTU JOGURTTI JA MYSLI, DANIO, RASVAA 4,3 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33408;SIIKA, LÄMMINSAVUSTETTU;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33409;KIRJOLOHIFILEE, KYLMÄSAVUSTETTU;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33410;JOGURTTI, MAUSTETTU, RASVAA 2 %;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33412;JOGURTTI, MAUSTAMATON, SOKEROITU, GREGO, RASVAA 10 %;FOOD;IND;100;CREAM;MILKTOT;YOGHURT;MILKDTOT
33413;JOGURTTI, MAUSTETTU, GREGO, RASVAA 8 %;FOOD;IND;100;CREAM;MILKTOT;YOGHURT;MILKDTOT
33414;KIRJOLOHIFILEE, LÄMMINSAVUSTETTU;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33415;KALA, LÄMMINSAVUSTETTU, KESKIARVO;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33417;JOGURTTI, MAUSTETTU, LUONTO+, RASVATON, VL, D-VIT 1 UG +A&E, KUITUA,PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33419;KIRJOLOHIFILEE;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33420;LOHIFILEE, KYLMÄSAVUSTETTU;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33424;MAKRILLI, SAVUSTETTU;FOOD;SMOK;100;FISHPROD;FISHTOT;FISHDOTH;FISHDTOT
33428;KAHVIJUOMA, MURUKAHVI, PIKAKAHVI, KEITETTY;FOOD;BOIL;100;COFFEE;BEVTOT;COFFEE;BEVTOT
33432;MAKEINEN, VOHVELIA JA SUKLAATA, SUFFELI, FAZER;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
33433;BASILIKA, KUIVATTU;FOOD;DRIE;100;HERB;FLAVTOT;SPICES;MISCTOT
33436;RUUSUNMARJA, KUIVATTU;FOOD;DRIE;100;BERRY;FRUITTOT;SNACK;MISCTOT
33438;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, RASVATON MAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
33439;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, KEVYTMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
33441;ERIKOISKAHVIJUOMA, CAPPUCCINO, MAKEUTTAMATON, KEVYTMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
33442;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, SOIJAMAITO;FOOD;MIX;100;COFFEE;BEVTOT;COFFEE;BEVTOT
33447;MAKEINEN, VAAHTOKARKKI, VAAHTOKARAMELLI;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
33449;JUUSTO, TUOTEKESKIARVO;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
33451;MAITO, GEFILUS-MAITO, RASVATON, D-VITAMIINIA 1 UG, PROBIOOTTEJA;FOOD;IND;100;MILK;MILKTOT;MILKFF;MILKDTOT
33452;JOGURTTI, SOIJAJOGURTTI, MAUSTAMATON, RASVAA 2,3 %;FOOD;IND;100;SOYAPROD;LEGUTOT;YOGHURT;MILKDTOT
33453;JOGURTTI, MAUSTETTU, ACTIVIA UNELMA, RASVAA 3,5 %, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33456;PINAATTI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
33465;JUUSTO, HALLOUMIJUUSTO, RASVAA 22 %;FOOD;IND;100;CHEESE;MILKTOT;CHEESOFT;MILKDTOT
33466;MAITO, KESKIARVO, D-VITAMIINIA 1 UG;FOOD;IND;100;MILK;MILKTOT;MILKLF;MILKDTOT
33475;JOGURTTI, MAUSTETTU, ACTIVIA VILJA, 1,5 %, KEINOTEK. MAKEUTETTU, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;YOGHURT;MILKDTOT
33486;MARGARIINI 60%, KEIJU DELI VOIMAKAS, D-VIT 20 UG;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
33487;KASVIRASVALEVITE 70%, KEIJU LAKTOOSITON, CATERING, D-VIT 10 UG;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
33488;MARGARIINI 40%, KEIJU KEVYT LAKTOOSITON, CATERING, D-VIT 10 UG;FOOD;IND;100;FATLVEG;FATTOT;BRFLOWF;FATTOT
33489;MARGARIINI 60%, KEIJU NORMAALISUOLAINEN, CATERING, D-VIT 10 UG;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
33494;PAPRIKA, PUNAINEN, SÄILYKE;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
33496;KASVIRASVALEVITE 70%, BECEL GOLD, D-VIT 10 UG;FOOD;IND;100;FATVEG;FATTOT;BRFMARG;FATTOT
33499;SOIJAROUHE, VAALEA TAI TUMMA;FOOD;RAW;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
33501;TOFU, SOIJAVALMISTE, SOIJAPAPUJUUSTO;FOOD;IND;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
33502;NAKKI, SOIJANAKKI;FOOD;IND;100;SOYAPROD;LEGUTOT;VEGDISH;VEGDITOT
33519;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -JAUHE;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
33520;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -PURISTE;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
33521;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -STICK;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
33522;MAKEANVEDEN LEVÄ, SPIRULINA, KUIVATTU;FOOD;DRIE;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
33525;RASVAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;X;100;FATHARD;FATTOT;FATPROD;FATTOT
33542;SUKLAA 80 %, TUMMA;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
33549;KANANMUNAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;DRIE;100;EGG;EGGTOT;EGGS;EGGDISH
33550;VALKUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;DRIE;100;EGG;EGGTOT;EGGS;EGGDISH
33551;KELTUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;DRIE;100;EGG;EGGTOT;EGGS;EGGDISH
33553;MAUSTEKASTIKE, HAPANIMELÄ, DIPPIKASTIKE;FOOD;MIX;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
33554;JUUSTO, POLAR TÄYTELÄINEN, 28 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
33555;JUUSTO, POLAR 5 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
33556;JUUSTO, POLAR 15 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FOOD;IND;100;CHEESE;MILKTOT;CHEESHAR;MILKDTOT
33559;MANSIKKAHILLO, TEOLLINEN, SOKERIA 46 G/100 G;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
33567;SALAATTI, KURKKUSALAATTI, FELIX KURKKU TUORESALAATTI;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
33568;PÄHKINÄ-HEDELMÄ-SEKOITUS;FOOD;MIX;100;SNACK;INDTOT;SNACK;MISCTOT
33569;PÄHKINÄSEKOITUS, SUOLATON;FOOD;MIX;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33579;PÄHKINÄSEKOITUS, SUOLATTU;FOOD;BAK;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
33584;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, PROBIOOTTEJA;FOOD;IND;100;SMILK;MILKTOT;SMILK;MILKDTOT
33586;JÄÄTELÖ, SNICKERS;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
33587;KALA, PAINOTETTU KESKIARVO;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33596;KAURAJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;OATBAR;CERTOT;VEGJUICE;VEGDITOT
33597;SOIJAJUOMA, SOIJAMAITO, MAUSTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;SOYAPROD;LEGUTOT;VEGJUICE;VEGDITOT
33600;RIISIJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;RICE;CERTOT;VEGJUICE;VEGDITOT
33601;PERUNASOSEJAUHE VALMISTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;POTAPROD;POTATOT;POTACOOK;POTATOT
33625;NESTLE JUNIOR 3 MAITOJUOMA, 500 ML. ALK 12 KK;FOOD;IND;100;MMILK;DIETTOT;INFMILK;MMILK
33629;RAHKA, JÄLKIRUOKA/VÄLIPALA, TEOLLINEN, TUOTEKESKIARVO;FOOD;MIX;100;SMILK;MILKTOT;MILKPUDD;MILKDTOT
33631;JAUHO, JAUHOSEOS, GLUTEENITON, TUOTEKESKIARVO;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
33632;SPAGETTI/MAKARONI, GLUTEENITON, TUOTEKESKIARVO;FOOD;MIX;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
